id	text	HOTEL#HAUPT	ZIMMER#SAUBERKEIT	ZIMMER#HAUPT	HOTEL#PREIS	LAGE#HAUPT	ESSEN&TRINKEN#HAUPT	ESSEN&TRINKEN#RUHE	ZIMMER#RUHE	HOTEL#STYLE	HOTEL#SAUBERKEIT	SERVICE#HAUPT	ESSEN&TRINKEN#PREIS	ZIMMER#STYLE	LAGE#PREIS	LAGE#RUHE	ESSEN&TRINKEN#STYLE	ZIMMER#PREIS	SERVICE#SAUBERKEIT
182	Das Frühstück ist reichhaltig und preislich angemessen	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
183	Gut ist auch, dass es genügend kostenlose Parkplätze gibt	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	Somit – Jederzeit gerne wieder	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	Der erste Eindruck von außerhalb, wurde vom inneren Eindruck deutlich verbessert	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
186	Die Begrüßung war sehr freundlich und zuvorkommend	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
187	Ein Problem bei der Anmeldung wurde sofort von der Rezeption mit dem Kunden geklärt und das sehr schnell, Top Ich war sehr überrascht von dem Zimmer, „wow“ sehr geräumig das Zimmer und sehr schön und geschmackvoll eingerichtet ( kleiner Kühlschrank wäre Top )	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
188	Das Bad ist modern eingerichtet und von normaler Größe	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
189	Der Frühstücksraum ist hell und zweckmäßig eingerichtet, das Frühstück ist sehr groß in der Auswahl und die Qualität ist Top dort	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
190	„Man kann es nur bestens weiterempfehlen, das Hotel und das Team“ Die Rezeption könnte vielleicht das Frühstück-Team bisschen unterstützen, beim abhacken	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
191	Wir waren für zwei Nächte im normalen Doppelzimmer, der Aufenthalt war angenehm, das Hotel liegt circa 3,5 km vom Zentrum entfernt	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
192	Es fährt ein Stadtbus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
193	Die Größe des Zimmers war ausreichend, leider gab es keinen Kühlschrank, das finden wir für vier Sterne nicht angemessen	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
194	Die Zimmer waren gepflegt und sauber	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	Das Frühstück war ok, kostete 12,50€ pro Person	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
196	Wir waren für eine Übernachtung im Atrium-Hotel und empfanden unseren Aufenthalt dort ausgesprochen angenehm	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197	Zimmer und Bad modern ausgestattet, hell und sauber, der Frühstücksraum mit großen Fensterfronten auf zwei Seiten - soviel Tageslicht beim Frühstück ist in vielen Hotels leider keine Selbstverständlichkeit	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
198	Das Frühstücksbuffett mit einem reichhaltigen, qualitätvollen Angebot und es wird auch noch spät nachgeliefert	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
199	Wenn man den Kaffee aus dem Automaten nicht mag, bekommt man Filterkaffee in der Kanne serviert	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
200	Das Personal sowohl an der Rezeption als auch beim Frühstück ist sehr zuvorkommend und freundlich	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
201	Dass sich das Hotel im Gewerbepark nicht in der schönsten Gegend von Regensburg befindet, weiß man, wenn man es bucht	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
202	Wir waren mit dem Zimmer zufrieden, auch wenn es eher einfach eingerichtet war	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
203	Das Bad war sauber und ausreichend groß	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
204	Ein Pluspunkt ist der große Parkplatz am Hotel, wenn das Haus insgesamt auch eher etwas außerhalb des Zentrums liegt	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
205	Check in und Check out verliefen ohne Probleme	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
206	Ein empfehlenswertes Hotel in einem Gewerbegebiet gelegen mit Innenstadt in Reichweite (Busverbindung)	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
207	Sehr freundliches Personal beim Empfang und im Frühstücksbereich	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
208	Die Zimmer sind genügend groß und nett eingerichtet	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
209	Prima Frühstück mit viel frischem, geschnittenem Obst	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
210	Das Atrium im Park Hotel ist sehr ruhig im Gewerbepark von Regensburg gelegen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
211	Die Lage ist toll vor allem für Gäste, die Veranstaltungen in der Donau-Arena besuchen wollen (Fußweg 10 Minuten)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
212	Für einen Städtetrip ist die Lage jedoch eher nachteilig, da das Hotel nicht direkt in der Innenstadt liegt	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
213	Die Zimmer sowie die Badezimmer sind modern eingerichtet, es fehlt an nichts	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
214	Der Service professionell und stets tadellos	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
215	Sehr zuvorkommendes und freundliches Auftreten des Personals	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
216	Das Hotel scheint sehr gut geführt zu sein	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217	Das Preis-/Leistungsverhältnis wirklich top!	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218	und so war es auch am Anreisetag kein Problem uns von dem sechsten Stock in den ersten Stock um zu buchen	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
219	Das Zimmer war in Größe und Ausstattung hervorragend	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
220	Durchweg sehr freundliches Personal	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
221	Das Frühstück war absolut in Ordnung	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
222	Das Hotel liegt im Gewerbegebiet; und damit auch am Wochenende und Nachts entsprechend ruhig - ein Pluspunkt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
223	Also für ein langes Wochenende, wenn man auch mit dem Auto fahren will, ideal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
224	Empfehlung	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225	Ideales Seminarhotel im Gewerbepark in Regensburg	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	Nette , ruhige , schöne Zimmer	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
227	Reichhaltiges, gutes Frühstück	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
228	Nettes Personal	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
229	Seminarräume ca. 50 m vom Hotel entfernt	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
230	- Perfekt eingerichtet	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
231	Doch etwas vom Zentrum von Regensburg entfernt	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
232	tolles Hotel	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
233	wir sind von der Sauberkeit begeistert	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
234	Das Zimmer ist sehr modern eingerichtet	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
235	Außerdem eine kleine Flasche Wein und eine große Flasche Wasser kostenlos	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
236	Äpfel auch kostenlos im Zimmer	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
237	Außerdem ein Getränk an der Bar pro Person kostenlos	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
238	Die Mitarbeiter sind sehr nett	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
239	Wlan für 3 Geräte 10 Tage lang inbegriffen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
240	Lage sehr gut	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
241	Viele Restaurant zu Fuß erreichbar	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
242	Außerdem eine schöne Parkanlage	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
243	Wer im Gewerbepark etwas zu tun hat, ist hier gut aufgehoben	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
244	Sauber, sehr freundlich und gut erreichbar	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0
245	Am Abend sind die Parkmöglichkeiten in der näheren Umgebung sehr gut	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
246	Da im Gewerberpark bereits früh mit der Arbeit begonnen wird, kann es aber durchaus auch sein, dass man unsanft von einem Sägen oder Hämmern geweckt wird	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
247	"Business hat auch etwas mit früh Aufstehen zu tun, deshalb sehe ich das nicht als """"Mangel"""" ;o)"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248	Das Hotelzimmer war schön sauber und hatte auch eine schöne Grösse	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
249	Minuspunkt: ab dem 3. Tag gab Es leider keine Hygieneartikel mehr	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
250	Da wir das Fenster zur Straße hin hatten, war es jeden Morgen ziemlich laut	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
251	Das Frühstück war für uns als Veganer nicht sehr geeignet	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
252	Wir mussten auch jeden Morgen nach Sojamilch fragen	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
253	Das Hotel liegt eher trostlos mitten in einem Industriegebiet	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
254	Restaurant gibt es keines aber eine kleine eher lieblos eingerichtete Bar	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
255	Die Zimmer sind blitzsauber, funktionell und recht modern eingerichtet	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
256	Bad und Dusche sind eher klein geraten aber es ist sauber und alles was man braucht ist vorhanden	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
257	Das wichtigste Pfund in diesem Hotel sind die Mitarbeiterinnen hinter dem Empfang und an der Bar	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
258	Ich habe selten so freundliche, hilfsbereite und sympathische Damen in einem andern Hotel erlebt	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
259	Wir können das Hotel nur empfehlen	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	Das Hotel befindet sich in einem Industriegebiet	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
261	Ist sehr ruhig gelegen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
262	Es hat genügend Restaurants, um auch am Abend dort zu Essen	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
263	Der Empfang war sehr herzlich	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
264	Die Zimmer sind sehr schön	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
265	Modernes, sauberes Stadthotel in der Peripherie von Regensburg	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
266	Großzügige Zimmer mit bequemen Betten	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
267	Das Frühstück ist sehr reichhaltig und es ist für jeden etwas dabei	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
268	Für Kurz- und Geschäftsreisen sehr zu empfehlen	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269	Das Hotel ist sehr sauber, die Zimmer sehr modern	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
270	Wir waren im 4 Stock, da war es sehr warm	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271	Ein Ventilator stand im Zimmer	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272	Das Frühstück war auch in Ordnung	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
273	Das Personal war sehr nett	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
274	Für einen Städtetrip ein schönes Hotel zum Zwischenstopp	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	Entfernung Innenstadt etwa 3 km	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
276	Wir haben uns für das Atrium am Park in Regensburg entschieden und wurden nicht enttäuscht, sondern waren positiv überrascht	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	Zimmer Das Zimmer war super schön mit großem Duschbad	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
278	Als wir eintrafen stand im Zimmer schon auf einer Decke ein Hundenapf mit frischem Wasser bereit, was nach der langen Anfahrt direkt angenommen wurde	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
279	Da fühlt sich nicht nur der Hund direkt zu Hause, zumal nette Kleinigkeiten für uns auch bereitstanden	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
280	In der Nacht ist es auch bei offenem Fenster ruhig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
281	Standort Das Hotel befindet sich in einem Gewerbegebiet nur 3 - 4 km von der Innenstadt entfernt, wo man in kürzeseter Zeit mit einer hervorragenden Busverbindung ist	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
282	Dort wurde uns von Freunden dat Atrium empfohlen	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	Superschönes Zimmer mit großem Bad	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
284	Nette Kleinigkeiten für uns und unserem Hund zur Begrüßung	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
285	Jeder Hundebesitzer freut sich wenn auch in einem Hotelzimmer an den Vierbeiner gedacht wird	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286	Die Lage im Gewerbepark ist richtig toll (Outlet Stores)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
287	Die Busverbindung in die Innenstadt ist ein Klacks	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
288	Frühstück und auch das Personal war einfach super	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
289	Der See hinterm Hotel ist gerade mit Hund (oder auch ohne) schön zum spazieren gehen	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
290	Parkplätze direkt am Hotel sind kostenfrei	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291	Für uns dieses Hotel, immer wieder gerne	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292	Ich bin absolut gerne in diesem Hotel und fühle mich hier aufgrund der Häufigkeit meiner Besuche schon richtig Zuhause	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293	Die Betten sind komfortabel und bequem und die Zimmer schön und modern eingerichtet	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
294	Alle Badezimmer haben ein neues Bad mit viel Spiegel und großer Dusche	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
295	Alles ist immer top geputzt	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
296	Das Frühstück ist rein qualitativ nicht so sehr hochwertig aber auf jeden Fall vielseitig, ausreichend und lecker	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
297	Im Gewerbepark ist zwar nicht viel los, aber mit dem Bus kommt man schnell in die Stadt und auch Restaurants gibt es hier	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
298	Sehr schönes Hotel mit großen geräumigen Zimmern	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
299	Rings um das Hotel sind genügend Parkplätze vorhanden	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300	In der Nähe ist ein See der zum verweilen einlädt	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
301	Die Hotelbar hat 24 Stunden geöffnet leider lässt der Service zu wünschen übrig	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
302	Das Hotel liegt etwas außerhalb im Gewerbegebiet, ist modern eingerichtet und verfügt über kostenfreies WLAN	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
303	Das Personal ist freundlich und die Zimmer sind sauber und gut ausgestattet	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
304	Ausserdem gibt es kostenfreie Parkplätze und die Preise an der Bar sind moderat	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305	Dann finden sie am Anreisetag meine Reservierung nicht und es stellt sich raus: Buchung ab Montag für eine Nacht!!! Hätten sie nicht zufällig noch was frei gehabt, wäre ich die Woche sehr blöd dagestanden! Das Hotel liegt in einem Gewerbegebiet, recht nett an einem schön angelegten Teich	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
306	Relativ neu renoviert	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	Das Restaurant ist optisch nicht so besonders ansprechend, das Frühstück ganz gut	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
308	Personal durchweg sehr freundlich	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
309	Parken kostenlos in der Nähe	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
310	Mein Zimmer war groß, sehr ansprechend gestaltet	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
311	Bequemes Bett (vielleicht etwas weich), Sitzgruppe,	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	Ein Hotel, das sich von den typischen Ketten abhebt: Die Zimmer sind geschmackvoll mit großen Fotos der Stadt geschmückt, warme und harmonische Farben entspannen den Aufenthalt	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
313	"Die Adresse """"Im Gewerbepark"""" zeigt schon, dass Sie sich nicht mitten in der Stadt befinden - aber dass es tatsächlich einen Park mit kleinem Teich direkt hinter dem Hotel gibt, überrascht und bietet Ruheoasen, wo man sie nicht erwartet hätte! Das angrenzende Veranstaltungsforum bietet tollen Service und schöne Räumlichkeiten"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
314	Positiv: nähe zum Konferenzzentru, Frühstück abwechselungsreich,, kostenloses Parken, gutes gastronomisches Angebot im fussläufigem Umkreis Negativ: Keine Zimmer mit Badewanne, Nur ein Aufzug bei 6 Etagen, Frühstück unübersichtlich, nur eine Kaffemaschine	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
315	modernes, funktionales Ambiente, mitten im Gewerbepark, Nähe Autobahnanschluss, gute Infrastruktur, verschiedene Restaurants und Shopping-Möglichkeiten in Fußnähe, jede Menge freie und kostenlose Parkplätze in unmittelbarer Nähe	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
316	War 2 Tage da, freundliches Personal, saubere Zimmer, reichhaltiges Frühstücksbuffet und eine gute Lage zentrumsnah aber doch ruhig im Gewerbepark	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
317	Da stimmt alles, inkl. Kostenfreies Parken	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	Das Hotel liegt mitten in einem Gewerbepark	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
319	Ausreichend Parkplätze sind direkt vor der Tür vorhanden	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
320	In Laufnähe des Hotels befinden sich Restaurants u. a. mit thailändischem und japanischem Essen	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
321	Die Zimmer sind sauber und modern eingerichtet	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
322	Ein Kühlschrank und die Möglichkeit sich kostenlos Tee zuzubereiten zu können, fehlten	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
323	"Die Kopfkissen waren mit diesem nervendem """"rutschendem"""" Kunststoffmaterial gefüllt"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324	Bad und Dusche waren sehr sauber und modern	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
325	Der Frühstücksraum ist sehr groß, das Angebot war reichhaltig	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
326	Im Foyer befindet sich eine Hotelbar die gut besucht war	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	Das Personal war zuvorkommend und freundlich	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
328	Das Hotel ist neu und sehr sauber	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
329	Es ist sehr praktisch, wenn man dort im Gewerbegebiet zu tun hat	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
330	Großer Schreibtisch mit allen Anschlüssen, die man braucht	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331	WLAN Gratis! Die Mitarbeiter sind sehr freundlich und hilfsbereit	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
332	Das Frühstücksbuffet ist sehr ordentlich	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
333	Das Preis- Leistungsverhältnis stimmt	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334	Das Hotel verfügt über schöne und neue renovierte Zimmer	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
335	Im gesamten Haus wird das Thema Regensburg konsequent gespielt, tolle Bebilderung mit Bezug zur Stadt	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
336	Sehr gute Lage um die Regensburger Weihnachtsmärkte zu erkunden	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
337	Die Mitarbeiter sind sehr freundlich und aufmerksam, das Frühstücksbuffet ausgezeichnet	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
338	Durch die Lage im Gewerbepark sind immer ausreichend Parkplätze vorhanden	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
339	Eine Bushaltestelle ist 5 Minuten vom Hotel entfernt - so kommt man prima in die Innenstadt	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
340	"Hatten erst bedenken, da der Teppichboden in den Gängen sehr """"speziell"""" gemustert ist, waren dann aber sehr positiv von der Zimmereinrichtung überrascht"	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
341	Sehr modern und sauber - hat uns gut gefallen ( waren im sechsten Stockwerk mit einer genialen Aussicht auf Regensburg)	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
342	Betten waren sehr bequem	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
343	Bad mit Dusche - klein, aber durch die geschickte Einteilung nicht beengt	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
344	Frühstück ließ keine Wünsche offen - ALLES, was man sich nur wünschen kann dabei , - wurde auch alles umgehend wieder aufgefüllt	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
345	Personal war super freundlich	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
346	Wir werden auf alle Fälle wieder buchen	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
347	Direkt ideal in Laufnähe liegt das Hotel Atrium im Park	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
348	Für ein 4 Sterne Hotel nur mittelmäßig, finde ich	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
349	Alleine das Frühstück kennen wir da aus anderen Hotels dieser Kategorie ganz anders	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
350	Hier war doch alles sehr einfach	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351	Zu den Zimmern: Unseres war schon etwas älter und wirkte dadurch schmuddelig, auch wenn es das vielleicht gar nicht ist	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
352	Leider keine Klimaanlage! Okay, ist kein muss, aber wäre im Sommer natürlich schon aufwertend	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
353	Dies war alles nicht vorhanden, obwohl es zur 4* Kategorie dazu gehört: Shampoo, Zusätzliche Kosmetikartikel (z.B.)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
354	Vom Hotel ist man in ca. Minuten zur Donau Arena gelaufen	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
355	Zimmer sind modern eingerichtet und sauber	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
356	Frühstück sehr gut und ausreichend	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
357	Wir waren zufrieden und würden wieder kommen	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
358	Die Zimmer waren modern, Sauber und man konnte sich wohlfühlen	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
359	Das Frühstück war durchschnitt aber man konnte zufrieden sein	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
360	Da wir mit einem Bus in Regensburg waren und hier im Hotel Abendessen eingenommen hatten, für unsere Begriffe das Abendessen durchschnitt	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
361	Personal war ok	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
362	Das Hotel ist sehr schön eingerichtet und sauber	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
363	War in mehreren Abständen insgesamt 6 Wochen dort,alles top sauber und das Frühstück ist sehr sehr gut	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
364	Leckere Brötchen, Obstsalat und keine Billigsäfte	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
365	Dazu sehr gute Kaffevariationen	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
366	Das Hotel liegt im Gewerbepark und verfügt über sehr gute Gratisparkmöglichkeiten	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
367	Die Bushaltestelle ist direkt um die Ecke, man muss also nicht mit dem Auto in die Altstadt	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
